id	port_name	lat	lon	unlocode	startTime	endTime	timezone	deleted	replacementPort	countryCode
IDMGB	Manggis	-8.51200008	115.525997	IDMGB	2018-04-20 07:11:25.2000000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDMOW	Morowali	-1.889169	121.516788	IDMOW	2018-03-15 01:11:23.6200000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDMPN	Muara Pantai	1.9630785	118.147	IDMPN	2018-01-31 12:14:06.9700000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDMRK	Merak	-5.93652	105.999778	IDMRK	2018-01-31 11:57:31.8500000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDMSK	Muara Sabak	-0.8	103.916666666666	IDMSK	2018-01-31 11:57:07.1600000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDMUB	Muara Berau	-0.332547488555802	117.52780217432	IDMUB	2018-01-31 12:13:41.2800000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDMUD	Muara Jawa	-0.956815051651416	117.286590446161	IDMUD	2018-01-31 12:02:59.4600000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDNIP	STS Nipah	1.12019078	103.54202271	IDNIP	2018-04-20 04:23:53.6400000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDNNX	Nunukan	3.93	118.1	IDNNX	2018-04-20 07:08:24.5600000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDNPL	North Pulau Laut	-3.21666666666666	116.266666666666	IDNPL	2018-01-31 11:58:35.4600000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDOKA	Karimun	0.946948526601249	103.455899515754	IDOKA	2018-01-31 12:04:23.6700000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPDG	Padang	-0.95	100.35	IDPDG	2018-01-31 12:00:29.3400000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPKN	Pangkalan Bun	-3.23	111.35	IDPKN	2018-04-20 07:05:24.0200000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPKS	Pangkalan Susu	4.1888	98.4462	IDPKS	2018-03-15 02:28:37.9600000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPLM	Palembang	-2.94940644591364	104.814225502271	IDPLM	2018-01-31 12:08:17.0700000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPLN	Pelawan	-2.36666666666666	102.683333333333	IDPLN	2018-01-31 12:13:23.1200000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPMG	Meneng-Tanjung Wangi	-8.1356	114.4	IDPMG	2018-03-15 02:26:37.6200000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPNJ	Panjang	-5.46411589999999	105.3218997	IDPNJ	2018-03-14 07:38:04.9700000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDPUM	Pomalaa	-4.19511	121.596997	IDPUM	2018-03-15 02:31:38.4700000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDPUT	Pulau Laut	-3.28333333333333	116.15	IDPUT	2018-01-31 11:59:53.7900000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDRAU	Riau	0.783333333333333	104.55	IDRAU	2018-01-31 12:13:09.8100000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDSEI	Sebuku Loading Anchorage	-3.69759802536782	116.43761249359	IDSEI	2018-01-31 12:10:26.2500000	9999-12-31 23:59:59.9900000	Asia/Pontianak	False	\N	IDN
IDSMQ	Sampit	-2.53855257039476	112.962066801197	IDSMQ	2018-01-31 12:10:29.9700000	9999-12-31 23:59:59.9900000	Asia/Pontianak	False	\N	IDN
IDSRG	Semarang	-6.96666666666666	110.483333333333	IDSRG	2018-01-31 11:58:05.8400000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDSRI	Samarinda	-0.676663950351488	117.322763522337	IDSRI	2018-01-31 12:05:37.3100000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDSTU	Muara Satui	-3.987907491512	115.589614828239	IDSTU	2018-01-31 12:16:05.3100000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDSUB	Surabaya	-7.23333333333333	112.75	IDSUB	2018-01-31 12:01:31.7100000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDTAB	TABONEO	-3.332106	114.55165	IDTAB	2018-03-23 07:22:46.6600000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDTBA	Tanjung Bara	0.534650098728944	117.650090134125	IDTBA	2018-04-20 02:46:35.5600000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDTBN	Tuban	-6.78684187	111.89764	IDTBN	2018-04-20 04:30:54.9300000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDTBU	Tanjung Buli	0.833333333333333	128.25	IDTBU	2018-01-31 11:57:50.7900000	9999-12-31 23:59:59.9900000	Asia/Jayapura	False	\N	IDN
IDTNJ	Tanjung Pinang	0.917015113417173	104.43915886717	IDTNJ	2018-01-31 12:07:56.0400000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDTNK	Tanah Kuning	2.75660547883624	117.877447635743	IDTNK	2018-01-31 12:08:15.0100000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDTPN	T. Pemancingan	-3.18333333333333	116.266666666666	IDTPN	2018-01-31 12:00:23.3200000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IDTRH	Tarahan	-5.51493379589714	105.339840693353	IDTRH	2018-01-31 12:11:49.6900000	9999-12-31 23:59:59.9900000	Asia/Jakarta	False	\N	IDN
IDTRK	Tarakan	3.31106385615865	117.645305928511	IDTRK	2018-01-31 12:07:11.7100000	9999-12-31 23:59:59.9900000	Asia/Makassar	False	\N	IDN
IEAUG	Aughinish	52.6267484725076	-9.05427720844022	IEAUG	2018-01-31 12:15:44.1900000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEBTM	Baltimore	51.48499	-9.373536	IEBTM	2018-04-20 07:01:23.3100000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IECFN	Donegal	54.642652521229	-8.12805492572266	IECFN	2018-01-31 12:05:34.2500000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IECOB	Cobh	51.8633748209342	-8.31482415618441	IECOB	2018-01-31 12:09:21.2000000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEDGV	Dungarvan	52.0706954731986	-7.60061152235111	IEDGV	2018-01-31 12:08:31.1700000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEDLG	Dun Laoghaire	53.2959453878288	-6.13908263708047	IEDLG	2018-01-31 12:02:34.5700000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEDRO	Drogheda	53.6780047665929	-6.25672018175936	IEDRO	2018-01-31 12:03:15.1000000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEDUB	Dublin	53.3507485526336	-6.20821271898414	IEDUB	2018-01-31 12:08:00.6400000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEFOV	Foynes	52.61380195	-9.10608673	IEFOV	2018-04-20 04:33:55.4700000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEGRN	Greenore	54.0344650387826	-6.1381507980897	IEGRN	2018-01-31 12:03:28.8500000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEKBS	Killybegs	54.6407616545626	-8.43584892562545	IEKBS	2018-01-31 12:02:02.2400000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEMAR	New Ross	52.3905211276545	-6.95326987342765	IEMAR	2018-01-31 12:02:21.2100000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEORK	Cork	51.8945077622286	-8.40664433628971	IEORK	2018-01-31 12:04:43.0600000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IERIN	Ringaskiddy	51.8333333333333	-8.31666666666666	IERIN	2018-01-31 12:14:05.4000000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEROE	Rosslare Europort	52.2524994946126	-6.31662368750891	IEROE	2018-01-31 12:04:53.1400000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEWAT	Waterford	52.2633121527793	-7.03702212781364	IEWAT	2018-01-31 12:05:10.1700000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEWHI	Whitegate	51.8299282529972	-8.24216853096914	IEWHI	2018-01-31 12:10:25.1200000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEWIC	Wicklow	52.9878971376909	-6.02210062539198	IEWIC	2018-01-31 12:07:51.9800000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
IEYOU	Youghal	51.9443376814016	-7.8383117869243	IEYOU	2018-01-31 12:02:30.6200000	9999-12-31 23:59:59.9900000	Europe/Dublin	False	\N	IRL
ILAKL	Ashkelon	31.632136546892	34.5188544209496	ILAKL	2018-08-28 08:10:13.3300000	9999-12-31 23:59:59.9900000	Asia/Jerusalem	False	\N	ISR
ILASH	Ashdod	31.83048535	34.6427193	ILASH	2018-08-16 07:13:56.9000000	9999-12-31 23:59:59.9900000	Asia/Jerusalem	False	\N	ISR
ILETH	Eilat	29.5412	34.9306	ILETH	2018-08-29 07:52:16.5900000	9999-12-31 23:59:59.9900000	Africa/Cairo	False	\N	ISR
ILHAD	Hadera	32.4676	34.8829	ILHAD	2018-08-29 08:35:30.4300000	9999-12-31 23:59:59.9900000	Asia/Jerusalem	False	\N	ISR
ILHFA	Haifa	32.8041268416323	35.0299494831507	ILHFA	2018-08-29 08:38:31.3000000	9999-12-31 23:59:59.9900000	Asia/Jerusalem	False	\N	ISR
ILTLV	Tel Aviv Yafo	32.0896212255694	34.7721777141948	ILTLV	2018-01-31 12:10:06.7600000	9999-12-31 23:59:59.9900000	Asia/Jerusalem	False	\N	ISR
INBED	Bedi	22.5187028085374	70.0267451915299	INBED	2018-01-31 12:10:25.5900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INBHH	Baraich	27.5833333333333	81.6	INBHH	2018-01-31 12:13:28.8900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INBHU	Bhavnager	21.80384	72.150099	INBHU	2018-02-23 06:59:52.5300000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INBLK	Belekeri	14.7068533	74.2663499	INBLK	2018-01-31 12:01:02.1800000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INBOM	Mumbai	18.9666666666666	72.8166666666666	INBOM	2018-04-18 07:36:17.7100000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INCCU	Kolkata	22.5666666666666	88.35	INCCU	2018-02-19 02:06:47.9900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INCOK	Cochin	9.96666666666666	76.2333333333333	INCOK	2018-02-19 02:06:48.2700000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INDAH	Dahej	21.6805861187205	72.5422744300386	INDAH	2018-02-19 02:08:49.3200000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INDHU	Dahanu	20.0070704107164	72.6676697401655	INDHU	2018-01-31 12:04:47.4000000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INDIG	Dighi	18.2879941403659	72.9675035986682	INDIG	2018-01-31 12:10:46.0100000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INDMQ	Dhamra	20.8071770437306	86.9303364182539	INDMQ	2018-02-19 02:08:49.5900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INDMT	Dharamtar	18.8331877413337	72.9031001327492	INDMT	2018-01-31 12:03:21.6400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INENR	Ennore	13.2573613283161	80.3228540429718	INENR	2018-02-19 02:09:50.0100000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INGGV	Gangavaram	17.65	83.25	INGGV	2018-02-19 02:09:50.2400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INGOI	Goa	15.48	73.63	INGOI	2018-01-31 12:13:27.9700000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INGPP	Gopalpur	28.45	76.95	INGPP	2018-01-31 12:12:17.8300000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INHAL	Haldia	22.0561349380446	88.1183811476297	INHAL	2018-02-19 02:09:50.3900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INHZR	Hazira	21.114700080607	72.6566492447313	INHZR	2018-02-19 02:11:51.0800000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INIXE	Mangalore	12.9302922784995	74.8272561234696	INIXE	2018-02-19 02:14:54.4400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INIXY	Kandla	23.0333333333333	70.2166666666666	INIXY	2018-02-19 02:17:56.5400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INJAK	Jakhau	23.2551490065019	68.6374105606848	INJAK	2018-01-31 12:12:04.5100000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INJGD	Jaigarh	17.2942578	73.2197691	INJGD	2018-02-19 02:17:56.8400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INKAK	Kakinada	16.9706917527942	82.2965113725174	INKAK	2018-02-19 02:17:57.0600000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INKAT	Kattupalli	13.3063	80.347	INKAT	2018-02-19 02:32:08.4400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INKRI	KRISHNAPATNAM	14.279	80.137	INKRI	2018-01-31 12:14:17.0000000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INKRK	Karaikal	10.8354578600515	79.8493905919428	INKRK	2018-02-19 02:33:09.2300000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INKRW	Karwar	14.8	74.13	INKRW	2018-01-31 11:57:33.8700000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INMAA	Chennai	13.0833333333333	80.2833333333333	INMAA	2018-02-19 02:33:09.4800000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INMDA	Magdalla	21.1355065604799	72.7417064311192	INMDA	2018-01-31 12:03:13.6200000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INMDK	Muldwarka	20.7664729832385	70.6481071868712	INMDK	2018-01-31 12:05:36.0000000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INMRM	Mormugao	15.4	73.8	INMRM	2018-02-19 02:33:09.9400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INMUN	Mundra	22.7860988154716	69.6082344071779	INMUN	2018-02-19 02:34:09.9600000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INNAV	Navlakhi	22.9233417185309	70.4024392211488	INNAV	2018-01-31 12:11:02.4000000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INNIP	STS Nipah	1.12326539175557	103.615336559293	INNIP	2018-01-31 12:05:52.0700000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INNML	New Mangalore	12.9477532	74.8214692999999	INNML	2018-02-19 02:34:10.3400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INNSA	Nhava Sheva	18.9319830992843	72.944341114189	INNSA	2018-02-19 02:34:10.4900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INOKH	Okha	22.466667	69.066667	INOKH	2018-01-31 11:56:22.0900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INPAN	Panaji	15.4909301	73.8278496	INPAN	2018-01-31 12:00:27.9800000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INPAV	Pipavav	20.9139920071993	71.4468126139402	INPAV	2018-01-31 12:11:35.1500000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INPBD	Porbandar	21.6417069	69.6292654	INPBD	2018-01-31 11:58:02.0700000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INPPT	Paradip	20.2929489174163	86.6654497245863	INPPT	2018-02-22 08:17:49.1000000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INPPV	Pipavav	20.923924	71.506233	INPPV	2018-02-19 02:41:15.3300000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INPRT	Paradip	20.3166666666666	86.6166666666666	INPRT	2018-03-02 02:08:44.7100000	9999-12-31 23:59:59.9900000	Asia/Kolkata	True	INPPT	IND
INRED	Redi	15.7374927	73.6801222	INRED	2018-01-31 11:57:51.6500000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INROZ	Rozi	22.5666666666666	70.0333333333333	INROZ	2018-04-20 06:56:22.4200000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INRVD	Revdanda	18.5481566524372	72.90272435218	INRVD	2018-01-31 12:15:12.5600000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INSGR	Sagar	21.69100855	88.03302005	INSGR	2018-01-31 12:15:43.6400000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INSIK	Sikka	22.4333333333333	69.8333333333333	INSIK	2018-03-15 08:25:42.9700000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INTUT	Tuticorin	8.77361686566658	78.1973263922895	INTUT	2018-02-19 06:15:48.2100000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INVIZ	Vizag	17.7	83.25	INVIZ	2018-01-31 12:12:17.7900000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
INVTZ	Visakhapatnam	17.7	83.3	INVTZ	2018-04-20 04:41:56.8800000	9999-12-31 23:59:59.9900000	Asia/Kolkata	False	\N	IND
IQBSR	Basrah	30.3464258434384	48.0843760238851	IQBSR	2018-04-20 04:46:57.7600000	9999-12-31 23:59:59.9900000	Asia/Baghdad	False	\N	IRQ
IQFAO	Fao	29.9777981928988	48.4714504037914	IQFAO	2018-01-31 12:04:45.9800000	9999-12-31 23:59:59.9900000	Asia/Baghdad	False	\N	IRQ
IQKAZ	Khor Al Zubair	30.1973430449402	47.8853467055266	IQKAZ	2018-01-31 12:10:36.1400000	9999-12-31 23:59:59.9900000	Asia/Baghdad	False	\N	IRQ
IQKHA	KAAOT (Khawr Al Amaya Oil Terminal)	29.78736027	48.75869751	IQKHA	2018-01-31 12:00:54.6000000	9999-12-31 23:59:59.9900000	Asia/Baghdad	False	\N	IRQ
IQUQR	Umm Qasr	30.0164011	47.95357078	IQUQR	2018-01-31 11:58:19.0700000	9999-12-31 23:59:59.9900000	Asia/Baghdad	False	\N	IRQ
IRABD	Abadan	30.3528421623049	48.2787561272325	IRABD	2018-01-31 12:09:19.9500000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRASA	Asaluyeh	27.5349088605261	52.5737063008634	IRASA	2018-01-31 12:03:19.5300000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRBAH	Bandar Assaluyeh	27.535	52.5737	IRBAH	2018-03-06 02:53:58.3300000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRBIK	Bandar Imam Khomeini	30.42759952	49.11633253	IRBIK	2018-03-06 01:56:37.9800000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRBKK	Bandar Imam Khomeini	30.4567895269121	49.0904027663552	IRBKK	2018-03-02 02:09:44.9800000	9999-12-31 23:59:59.9900000	Asia/Tehran	True	IRBIK	IRN
IRBND	Bandar Abbas	27.18413303	56.07046366	IRBND	2018-03-06 01:55:37.7400000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRBSR	Shahid Rajaee Economic Zone Container Terminal	27.09669348	56.05939686	IRBSR	2018-01-31 12:00:26.1300000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRBTR	Taheri	27.6672048632658	52.352381358857	IRBTR	2018-01-31 12:08:23.2200000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRBUZ	Bushehr	28.9827220976696	50.8484467122013	IRBUZ	2018-01-31 12:10:58.3600000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRKHO	Khorramshahr	30.4210307101738	48.1888055229743	IRKHO	2018-01-31 12:04:04.0600000	9999-12-31 23:59:59.9900000	Asia/Baghdad	False	\N	IRN
IRKNR	Kangan	27.8305	52.056615	IRKNR	2018-03-06 05:39:04.5800000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRMRX	Bandar Mahshahr	30.46481009	49.18232627	IRMRX	2018-01-31 11:57:14.3800000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRSXI	Sirri Island	25.89347531	54.55269814	IRSXI	2018-01-31 12:00:50.0200000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
IRTMB	Tonbak	27.7413887059399	52.1700232310637	IRTMB	2018-01-31 12:02:01.3400000	9999-12-31 23:59:59.9900000	Asia/Tehran	False	\N	IRN
ISGRT	Grundartangi	64.35985022	-21.78030968	ISGRT	2018-01-31 12:01:20.7700000	9999-12-31 23:59:59.9900000	Atlantic/Reykjavik	False	\N	ISL
ISGUF	Eimskip Sundahofn(Reykjavik)	64.1373012321359	-21.8726665467128	ISGUF	2018-01-31 12:05:23.7000000	9999-12-31 23:59:59.9900000	Atlantic/Reykjavik	False	\N	ISL
ISRFJ	Reydarfjordur	65.03063	-14.222715	ISRFJ	2018-04-20 04:49:58.2800000	9999-12-31 23:59:59.9900000	Atlantic/Reykjavik	False	\N	ISL
ITAGP	Agropoli	40.3567501203031	14.9910833103244	ITAGP	2018-01-31 12:11:27.8600000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITAOI	Ancona	43.6193721563485	13.4493210445402	ITAOI	2018-03-08 07:43:55.8900000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITAUG	Augusta	37.2062121796115	15.1840402167628	ITAUG	2018-01-31 12:03:33.4500000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITBDS	Brindisi	40.6333333333333	17.9333333333333	ITBDS	2018-03-08 07:32:48.7800000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITBLT	Barletta	41.3285481181327	16.2967261289047	ITBLT	2018-01-31 12:11:13.0800000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITBRI	Bari	41.1333333333333	16.85	ITBRI	2018-01-31 11:58:11.0700000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITCAG	Cagliari	39.2166666666666	9.11666666666666	ITCAG	2018-01-31 12:14:41.3700000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITCCB	Cape Carbonara	39.1	9.51666666666666	ITCCB	2018-01-31 12:13:23.2200000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITCHI	Chioggia	45.2112651081806	12.2737021243006	ITCHI	2018-01-31 12:09:05.9700000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITCTA	Catania	37.4941924526131	15.0928975014638	ITCTA	2018-08-28 09:12:34.9600000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITCVV	Civitavecchia	42.1	11.8	ITCVV	2018-08-29 07:05:58.2100000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITESN	Sines	45.9166666666666	10.2333333333333	ITESN	2018-01-31 12:13:20.3100000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITFSA	Fusina	45.4193521025258	12.2557132268489	ITFSA	2018-01-31 12:04:01.7300000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITGAE	Gaeta	41.2329541615267	13.5603163261729	ITGAE	2018-08-29 08:09:22.5400000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITGAL	Gallipoli	40.0726767019699	17.9891746465659	ITGAL	2018-01-31 12:03:28.7400000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITGEA	Gela	37.0558376918867	14.2576801802815	ITGEA	2018-01-31 12:08:49.6800000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITGHE	Porto Marghera	45.453759	12.271864	ITGHE	2018-01-31 12:13:25.5000000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITGIT	Gioia Tauro	38.458186	15.909508	ITGIT	2018-03-08 07:49:57.5700000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITGOA	Genoa	44.422	8.8752	ITGOA	2018-01-31 12:11:48.1700000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITLIV	Leghorn (Livorno)	43.559590735936	10.320020650038	ITLIV	2018-08-30 05:55:38.8500000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITMDC	Marina di Carrara	44.0321251028712	10.0434921251253	ITMDC	2018-08-30 06:22:44.6600000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITMFR	Manfredonia	41.6300451398425	15.9225801211264	ITMFR	2018-01-31 12:05:10.7300000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITMLZ	Milazzo	38.2012083245784	15.2657965509682	ITMLZ	2018-01-31 12:05:49.7800000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITMNF	Monfalcone	45.79806481	13.5431385	ITMNF	2018-01-31 12:11:59.8300000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITMRA	Marsala	37.7900934836394	12.4362223023412	ITMRA	2018-01-31 12:06:03.7900000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITMSN	Messina	38.1938137	15.5540152	ITMSN	2018-01-31 12:01:09.8700000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITNAP	Naples	40.8388727117698	14.2796243931254	ITNAP	2018-08-30 06:42:49.1600000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITOTN	Ortona	42.3536	14.4355	ITOTN	2018-08-30 06:50:50.7200000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITOTO	Otranto	40.1489203386687	18.490553413894	ITOTO	2018-01-31 12:11:20.4200000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITPEM	Porto Empedocle	37.2931819640898	13.5370586909778	ITPEM	2018-01-31 12:05:08.5000000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
ITPES	Pesaro	43.9129078608214	12.9133570570932	ITPES	2018-01-31 12:07:35.1800000	9999-12-31 23:59:59.9900000	Europe/Rome	False	\N	ITA
